Id interne de valorisation;Date;Type;Famille de produit;Code produit;Produit;Param1;Param2;Param3;Description;Prénom utilisateur;Nom utilisateur;Quantité;Prix d'achat;Client/revendeur direct (niv. 1);Réf. client/revendeur direct (niv. 1);Prix d'achat niv. 1 (Prix de revente);Nom client Niveau 2;Ref client Niveau 2;Prix client Niveau 2
17371840428;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - ACCUEIL DE JOUR SAMAIN;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - ACCUEIL DE JOUR SAMAIN;411AFRSAMAIN;0,00
17371840460;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - ACCUEIl FEMMES BEAUREPAIRE;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - ACCUEIl FEMMES BEAUREPAIRE;411AFRBEAUREP;0,00
17371840494;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - ACCUEIL FEMMES NATIONS UNIES;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - ACCUEIL FEMMES NATIONS UNIES;411AFRNATIONS;0,00
17371840526;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - ACCUEIL FEMMES PROGRES PILE;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - ACCUEIL FEMMES PROGRES PILE;411AFRPILE;0,00
17371840553;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - AFR FEMMES GRANDE RUE;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - AFR FEMMES GRANDE RUE;411AFRGDERUE;0,00
17371840581;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - ARMENTIERES GARE;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - ARMENTIERES GARE;411AFRGARE;0,00
17371840613;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - ARMENTIERES SADI CARNOT;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - ARMENTIERES SADI CARNOT;411AFRSADICARNO;0,00
17371840643;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - ARMENTIERES SCHUMAN;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - ARMENTIERES SCHUMAN;411AFRSCHUMAN;0,00
17371840665;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - HU FEMMES TOURCOING GAMBETTA;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - HU FEMMES TOURCOING GAMBETTA;411AFRGAMBETTA;0,00
17371840699;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - SIEGE;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - SIEGE;411AFRSIEGE;0,00
17371840721;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - TANNERIE;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - TANNERIE;411AFRTANNERIE;0,00
17371840742;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - VILLON;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - VILLON;411AFRVILLON;0,00
17371840770;2025-06-01 00:00:00;Abonnement;CloudDC abonnement;12-050-01-M;Sauvegarde - Quota  (par Go);backup;AFR - WATTRELOS;;;;;0,00;0,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;AFR - WATTRELOS;411AFRWATTRELOS;0,00
17372490539;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;MILLONCLOUDFIREWALL;MILLON S.A.S;MILLON S.A.S;;;;1,00;19,00;MILLON S.A.S;411MILLONSAS;0,00;;;
17372492709;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_THEYS_INVESTISSEMENTS_1;THEYS INVESTISSEMENTS;THEYS INVESTISSEMENTS (site principal);;;;1,00;19,00;THEYS INVESTISSEMENTS;411THEYS;0,00;;;
17372493307;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_ACCUEIL_FRATERNEL_ROUBAISIEN_1;ACCUEIL FRATERNEL ROUBAISIEN;AFR - ACCUEIL DE JOUR SAMAIN;;;;1,00;19,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;;;
17372515218;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_ENTREPRISE_LIONET_1;ENTREPRISE LIONET;ENTREPRISE LIONET - Atelier;;;;1,00;19,00;ENTREPRISE LIONET;411LIONET;0,00;;;
17372525047;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_NORD_MED_1;NORD MED;NORD MED;;;;1,00;19,00;NORD MED;411NORDMED;0,00;;;
17372532875;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-003-01-M;Firewall standard - du 11ème au 50ème site (par site);fw_ACCUEIL_FRATERNEL_ROUBAISIEN_1;ACCUEIL FRATERNEL ROUBAISIEN;AFR - ARMENTIERES GARE;;;;1,00;7,00;ACCUEIL FRATERNEL ROUBAISIEN;411AFRSIEGE;0,00;;;
17372542346;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-002-01-M;Firewall standard - du 2ème au 10ème site (par site);fw_LOCAMIA_1;LOCAMIA;LOCAMIA - Site Fretin;;;;1,00;12,00;LOCAMIA;411LOCAMIA;0,00;;;
17372577880;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_NEW_LOG_1;NEW LOG;;;;;1,00;19,00;NEW LOG;411NEWLOG;0,00;;;
17372600577;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_LOCAMIA_1;LOCAMIA;LOCAMIA - Site Roubaix;;;;1,00;19,00;LOCAMIA;411LOCAMIA;0,00;;;
17372790643;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_EURO_COURTAGE_1;EURO COURTAGE;EURO COURTAGE;;;;1,00;19,00;EURO COURTAGE;411EUROCOURTAGE;0,00;;;
17372805724;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_ASSOCIATION_STELLA_MARIS_1;ASSOCIATION STELLA MARIS;ASSOCIATION STELLA MARIS;;;;1,00;19,00;ASSOCIATION STELLA MARIS;411STELLA;0,00;;;
17372874693;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-011-01-M;Firewall avancé Mono Site;fw_METEORS_1;METEORS;METEORS;;;;1,00;29,00;METEORS;411METEORS;0,00;;;
17372893259;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_CENTRE_FERON_VRAU_1;CENTRE FERON VRAU;CENTRE FERON VRAU;;;;1,00;19,00;CENTRE FERON VRAU;411FERONVRAU;0,00;;;
17372911977;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_ARCADIS_-_Roubaix_1;ARCADIS - Roubaix;ARCADIS - Roubaix;;;;1,00;19,00;ASS ROUBAIS COORD ACT DEVEL INSERT SOCIA;411ARCADIS;0,00;ARCADIS - Roubaix;411ARCADIS;0,00
17372920652;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-001-01-M;Firewall standard Mono site;fw_TRANSPORTS_ROSE_XAVIER_1;TRANSPORTS ROSE XAVIER;TRANSPORTS ROSE XAVIER;;;;1,00;19,00;TRANSPORTS ROSE XAVIER;411ROSEXAVIER;0,00;;;
17372930393;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-002-01-M;Firewall standard - du 2ème au 10ème site (par site);fw_ACCUEIL_PROMOTION_SAMBRE_1;ACCUEIL PROMOTION SAMBRE;ACCUEIL ET PROMOTION SAMBRE - Site Leval;;;;1,00;12,00;ACCUEIL PROMOTION SAMBRE;411APSAMBRE;0,00;;;
17372930615;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-002-01-M;Firewall standard - du 2ème au 10ème site (par site);fw_ACCUEIL_PROMOTION_SAMBRE_1;ACCUEIL PROMOTION SAMBRE;ACCUEIL ET PROMOTION SAMBRE - Site Bachant;;;;1,00;12,00;ACCUEIL PROMOTION SAMBRE;411APSAMBRE;0,00;;;
17372930834;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-002-01-M;Firewall standard - du 2ème au 10ème site (par site);fw_ACCUEIL_PROMOTION_SAMBRE_1;ACCUEIL PROMOTION SAMBRE;ACCUEIL ET PROMOTION SAMBRE - Site Hautmont;;;;1,00;12,00;ACCUEIL PROMOTION SAMBRE;411APSAMBRE;0,00;;;
17372931070;2025-06-01 00:00:00;Abonnement;Cloud Firewall;11-002-01-M;Firewall standard - du 2ème au 10ème site (par site);fw_ACCUEIL_PROMOTION_SAMBRE_1;ACCUEIL PROMOTION SAMBRE;ACCUEIL ET PROMOTION SAMBRE - Site La Longueville;;;;1,00;12,00;ACCUEIL PROMOTION SAMBRE;411APSAMBRE;0,00;;;
